Risk_Categories,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,declarationYear,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,disaster_count
Low Risk,EM-3556-LA,3556,LA,EM,2/18/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/19/2021 12:00:00 AM,12/7/2021 12:00:00 AM,0,22,127,99127,Winn (Parish),21012,,2021021302,6,,8/27/2024 6:22:15 PM,30
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,1,99001,Adair (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,91
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,3,99003,Alfalfa (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,30
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,5,99005,Atoka (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,28
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,7,99007,Beaver (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,48
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,9,99009,Beckham (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,27
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,11,99011,Blaine (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,67
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,13,99013,Bryan (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,46
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,15,99015,Caddo (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,44
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,17,99017,Canadian (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,39
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,19,99019,Carter (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,108
High Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,21,99021,Cherokee (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,185
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,23,99023,Choctaw (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,68
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,25,99025,Cimarron (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,18
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,27,99027,Cleveland (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,79
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,29,99029,Coal (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,27
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,31,99031,Comanche (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,77
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,33,99033,Cotton (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,37
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,35,99035,Craig (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,55
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,37,99037,Creek (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,44
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,39,99039,Custer (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,95
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,41,99041,Delaware (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,145
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,43,99043,Dewey (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,49
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,45,99045,Ellis (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,66
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,47,99047,Garfield (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,84
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,49,99049,Garvin (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,32
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,51,99051,Grady (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,53
High Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,53,99053,Grant (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,243
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,55,99055,Greer (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,22
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,57,99057,Harmon (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,20
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,59,99059,Harper (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,39
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,61,99061,Haskell (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,64
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,63,99063,Hughes (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,43
Severe Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,65,99065,Jackson (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,498
Severe Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,67,99067,Jefferson (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,517
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,69,99069,Johnston (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,47
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,71,99071,Kay (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,36
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,73,99073,Kingfisher (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,35
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,75,99075,Kiowa (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,64
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,77,99077,Latimer (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,30
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,79,99079,Le Flore (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,32
Severe Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,81,99081,Lincoln (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,444
High Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,83,99083,Logan (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,202
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,85,99085,Love (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,26
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,87,99087,McClain (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,43
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,89,99089,McCurtain (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,22
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,91,99091,McIntosh (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,74
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,93,99093,Major (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,33
High Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,95,99095,Marshall (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,240
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,97,99097,Mayes (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,31
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,99,99099,Murray (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,56
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,101,99101,Muskogee (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,34
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,103,99103,Noble (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,62
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,105,99105,Nowata (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,31
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,107,99107,Okfuskee (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,39
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,109,99109,Oklahoma (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,48
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,111,99111,Okmulgee (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,40
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,113,99113,Osage (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,93
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,115,99115,Ottawa (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,79
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,117,99117,Pawnee (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,79
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,119,99119,Payne (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,36
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,121,99121,Pittsburg (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,33
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,123,99123,Pontotoc (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,42
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,125,99125,Pottawatomie (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,61
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,127,99127,Pushmataha (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,29
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,129,99129,Roger Mills (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,31
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,131,99131,Rogers (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,31
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,133,99133,Seminole (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,84
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,135,99135,Sequoyah (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,31
Moderate Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,137,99137,Stephens (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,73
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,139,99139,Texas (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,46
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,141,99141,Tillman (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,36
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,143,99143,Tulsa (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,40
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,145,99145,Wagoner (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,34
Severe Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,147,99147,Washington (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,572
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,149,99149,Washita (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,36
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,151,99151,Woods (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,25
Low Risk,EM-3555-OK,3555,OK,EM,2/17/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/8/2021 12:00:00 AM,2/20/2021 12:00:00 AM,4/26/2022 12:00:00 AM,0,40,153,99153,Woodward (County),21011,,2021021302,6,,8/27/2024 6:22:15 PM,30
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,1,99001,Anderson (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,109
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,3,99003,Andrews (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,15
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,5,99005,Angelina (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,23
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,7,99007,Aransas (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,31
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,9,99009,Archer (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,21
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,11,99011,Armstrong (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,30
