Risk_Categories,state,designatedArea,disaster_count,Coastal Storm,Dam/Levee Break,Earthquake,Fire,Flood,Hurricane,Mud/Landslide,Other,Severe Ice Storm,Severe Storm,Snowstorm,Straight-Line Winds,Tornado,Tropical Storm,Volcanic Eruption,Winter Storm,total_incidents,discrepancy
Low Risk,KS,Leavenworth (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,McPherson (County),3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,KS,Miami (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Morton (County),2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Low Risk,KS,Nemaha (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,KS,Neosho (County),6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6,0
Low Risk,KS,Ness (County),5,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,5,0
Low Risk,KS,Norton (County),3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
Low Risk,KS,Osborne (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Phillips (County),5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0
Low Risk,KS,Pratt (County),4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0
Low Risk,KS,Rawlins (County),2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Low Risk,KS,Reno (County),6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,6,0
Low Risk,KS,Republic (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,KS,Rice (County),8,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,8,0
Low Risk,KS,Riley (County),4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Low Risk,KS,Rooks (County),4,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,4,0
Low Risk,KS,Rush (County),5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,5,0
Low Risk,KS,Sedgwick (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,KS,Seward (County),2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
Low Risk,KS,Shawnee (County),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Low Risk,KS,Sherman (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,KS,Stafford (County),7,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,7,0
Low Risk,KS,Stanton (County),2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Low Risk,KS,Sumner (County),6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0
Low Risk,KS,Thomas (County),3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
Low Risk,KS,Trego (County),4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,0
Low Risk,KS,Wabaunsee (County),8,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,8,0
Low Risk,KS,Wallace (County),6,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,6,0
Low Risk,KS,Wichita (County),3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
Low Risk,KS,Woodson (County),5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
Low Risk,KS,Wyandotte (County),5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
Low Risk,KY,Ballard (County),4,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4,0
Low Risk,KY,Barren (County),3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0
Low Risk,KY,Bath (County),4,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4,0
Low Risk,KY,Bell (County),7,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,7,0
Low Risk,KY,Bourbon (County),4,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,4,0
Low Risk,KY,Boyd (County),9,0,0,0,0,3,0,0,0,1,4,1,0,0,0,0,0,9,0
Low Risk,KY,Boyle (County),3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0
Low Risk,KY,Bracken (County),2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
Low Risk,KY,Breathitt (County),12,0,0,0,1,6,0,0,0,1,3,0,0,0,1,0,0,12,0
Low Risk,KY,Breckinridge (County),4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0
Low Risk,KY,Bullitt (County),6,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,6,0
Low Risk,KY,Calloway (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,KY,Carlisle (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,KY,Casey (County),6,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,6,0
Low Risk,KY,Christian (County),5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0
Low Risk,KY,Crittenden (County),5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0
Low Risk,KY,Edmonson (County),6,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,6,0
Low Risk,KY,Elliott (County),8,0,0,0,0,4,0,0,0,1,2,0,0,0,1,0,0,8,0
Low Risk,KY,Estill (County),11,0,0,0,0,4,0,0,0,1,4,1,0,0,1,0,0,11,0
Low Risk,KY,Fleming (County),4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
Low Risk,KY,Gallatin (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,KY,Garrard (County),3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0
Low Risk,KY,Graves (County),6,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,6,0
Low Risk,KY,Green (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,KY,Greenup (County),8,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,8,0
Low Risk,KY,Harlan (County),12,0,0,0,1,5,0,0,0,1,3,1,0,0,1,0,0,12,0
Low Risk,KY,Hart (County),6,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,6,0
Low Risk,KY,Hickman (County),7,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,7,0
Low Risk,KY,Hopkins (County),5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,5,0
Low Risk,KY,Jessamine (County),4,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4,0
Low Risk,KY,Kenton (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,KY,Knott (County),11,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,11,0
Low Risk,KY,Larue (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,KY,Laurel (County),5,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5,0
Low Risk,KY,Leslie (County),10,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,10,0
Low Risk,KY,Letcher (County),11,0,0,0,1,5,0,0,0,0,3,1,0,0,1,0,0,11,0
Low Risk,KY,Magoffin (County),12,0,0,0,0,6,0,0,0,1,3,1,0,0,1,0,0,12,0
Low Risk,KY,McCracken (County),6,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,6,0
Low Risk,KY,McCreary (County),5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0
Low Risk,KY,Menifee (County),9,0,0,0,0,2,0,0,0,1,4,1,0,0,1,0,0,9,0
Low Risk,KY,Metcalfe (County),10,0,0,0,0,4,0,0,0,0,5,1,0,0,0,0,0,10,0
Low Risk,KY,Muhlenberg (County),4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0
Low Risk,KY,Oldham (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,KY,Owen (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,KY,Owsley (County),14,0,0,0,0,6,0,0,0,1,6,0,0,0,1,0,0,14,0
Low Risk,KY,Pendleton (County),3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0
Low Risk,KY,Powell (County),11,0,0,0,0,5,0,0,0,1,3,1,0,0,1,0,0,11,0
Low Risk,KY,Robertson (County),4,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,0
Low Risk,KY,Rockcastle (County),9,0,0,0,0,2,0,0,0,1,4,1,0,0,1,0,0,9,0
Low Risk,KY,Rowan (County),5,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,5,0
Low Risk,KY,Simpson (County),3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0
Low Risk,KY,Spencer (County),7,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,7,0
Low Risk,KY,Todd (County),4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0
Low Risk,KY,Trigg (County),6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0
Low Risk,KY,Trimble (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,KY,Whitley (County),12,0,0,0,0,6,0,0,0,1,5,0,0,0,0,0,0,12,0
Low Risk,KY,Wolfe (County),11,0,0,0,0,5,0,0,0,1,3,1,0,0,1,0,0,11,0
Low Risk,KY,Woodford (County),5,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,5,0
Low Risk,MA,Barnstable (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MA,Berkshire (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MA,Dukes (County),2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,MA,Hampden (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MA,Hampshire (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MA,Nantucket (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MD,Allegany (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Anne Arundel (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Baltimore (County),3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0
Low Risk,MD,Calvert (County),2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
Low Risk,MD,Caroline (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Cecil (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Charles (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Dorchester (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MD,Frederick (County),2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Low Risk,MD,Garrett (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Harford (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Prince George's (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,Queen Anne's (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,MD,St. Mary's (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MD,Worcester (County),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Low Risk,ME,Androscoggin (County),3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0
Low Risk,ME,Aroostook (County),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,ME,Kennebec (County),4,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,ME,Oxford (County),6,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,ME,Penobscot (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,ME,Piscataquis (County),3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,ME,Sagadahoc (County),5,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,5,0
Low Risk,ME,Waldo (County),7,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MI,Arenac (County),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Eaton (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Gladwin (County),3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MI,Gogebic (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Houghton (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Ingham (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Ionia (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,MI,Iosco (County),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Isabella (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,MI,Macomb (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MI,Menominee (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Midland (County),3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MI,Oakland (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MI,Saginaw (County),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MI,Washtenaw (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,MN,Aitkin (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MN,Beltrami (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Big Stone (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MN,Blue Earth (County),5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,MN,Carlton (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Carver (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Chippewa (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MN,Clearwater (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Cottonwood (County),4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,MN,Crow Wing (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,MN,Faribault (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Fillmore (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Freeborn (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Goodhue (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Hennepin (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Itasca (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MN,Kanabec (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,MN,Kandiyohi (County),2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
Low Risk,MN,Kittson (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Koochiching (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Lac qui Parle (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MN,Lake of the Woods (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Le Sueur (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Mahnomen (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,McLeod (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Mille Lacs (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MN,Morrison (County),2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Low Risk,MN,Mower (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Nicollet (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Nobles (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,MN,Norman (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Olmsted (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MN,Pennington (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Pine (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MN,Pipestone (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Pope (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MN,Ramsey (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Red Lake (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MN,Redwood (County),5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,MN,Renville (County),7,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,7,0
Low Risk,MN,Rice (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Rock (County),5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,MN,Roseau (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Sibley (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,St. Louis (County),5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
Low Risk,MN,Stearns (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,MN,Steele (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Swift (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MN,Todd (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MN,Traverse (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MN,Wabasha (County),3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Low Risk,MN,Wadena (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MN,Waseca (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Watonwan (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MN,Wilkin (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MN,Winona (County),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Risk,MN,Yellow Medicine (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MO,Andrew (County),5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0
Low Risk,MO,Atchison (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,MO,Audrain (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MO,Barry (County),7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MO,Barton (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MO,Bates (County),4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Low Risk,MO,Bollinger (County),7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MO,Callaway (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MO,Cape Girardeau (County),5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0
Low Risk,MO,Chariton (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,MO,Christian (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MO,Cole (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MO,Cooper (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MO,Dent (County),3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Low Risk,MO,Dunklin (County),6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,MO,Gasconade (County),4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,MO,Gentry (County),4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
Low Risk,MO,Hickory (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,MO,Holt (County),5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0
Low Risk,MO,Howell (County),7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MO,Iron (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MO,Laclede (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,MO,Maries (County),6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,MO,McDonald (County),6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,MO,Mississippi (County),6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,MO,Moniteau (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MO,New Madrid (County),9,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,9,0
Low Risk,MO,Nodaway (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,MO,Oregon (County),6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0
Low Risk,MO,Ozark (County),7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MO,Pemiscot (County),8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0
Low Risk,MO,Pettis (County),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Low Risk,MO,Phelps (County),5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MO,Ralls (County),6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0
Low Risk,MO,Ray (County),4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0
Low Risk,MO,Reynolds (County),6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,MO,Ripley (County),4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MO,Scotland (County),3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Low Risk,MO,Shannon (County),8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,8,0
Low Risk,MO,St. Charles (County),4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0
Low Risk,MO,St. Francois (County),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Low Risk,MO,St. Louis (County),4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
Low Risk,MO,Ste. Genevieve (County),7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,0
Low Risk,MO,Stoddard (County),5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0
Low Risk,MO,Taney (County),6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,MO,Texas (County),7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MO,Vernon (County),3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Low Risk,MS,Alcorn (County),4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0
Low Risk,MS,Amite (County),7,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,7,0
Low Risk,MS,Attala (County),5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,5,0
Low Risk,MS,Bolivar (County),5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5,0
Low Risk,MS,Chickasaw (County),7,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,7,0
Low Risk,MS,Claiborne (County),9,0,0,0,0,1,3,0,0,1,4,0,0,0,0,0,0,9,0
Low Risk,MS,Coahoma (County),6,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,6,0
Low Risk,MS,Copiah (County),6,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,6,0
Low Risk,MS,Forrest (County),9,0,0,0,0,1,6,0,0,0,1,0,0,1,0,0,0,9,0
Low Risk,MS,George (County),11,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,11,0
Low Risk,MS,Grenada (County),6,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,6,0
Low Risk,MS,Hinds (County),7,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,7,0
Low Risk,MS,Humphreys (County),7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0
Low Risk,MS,Issaquena (County),6,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,6,0
Low Risk,MS,Itawamba (County),8,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8,0
Low Risk,MS,Jefferson Davis (County),11,0,0,0,0,1,5,0,0,1,4,0,0,0,0,0,0,11,0
